User ID,Item ID,Score
1,880,0.2434462680100007
1,2042,0.8764795268080888
1,2884,0.6462813666764693
1,3070,0.32710784694446404
1,2422,0.6593510069716688
1,3669,0.05452554116460928
1,3632,0.8607902036021725
1,2539,0.9647811883762748
1,4652,0.8536286800964811
1,3761,0.5192609582917735
1,1442,0.5366979094153237
1,782,0.3331958425767516
1,2655,0.26121993766434015
1,3579,0.33214652951273094
1,829,0.551313397067211
1,372,0.7746082612899257
1,4127,0.3212729904764632
1,3806,0.809536007655303
1,841,0.19385303950179023
1,142,0.3002065659326545
1,2537,0.4443214249080083
1,3569,0.6335603260961942
1,1483,0.4638415532670621
1,1590,0.23032403905647336
1,4634,0.12534946043947437
1,1987,0.11950956094438214
1,623,0.7568045592082925
1,2231,0.11890124737358232
1,1305,0.974852626939452
1,662,0.717151082455112
1,4764,0.6356128790614266
1,615,0.8137438746230724
1,3463,0.10887196850949621
1,3354,0.4852873397976952
1,2335,0.249576344972661
1,3305,0.10752194257375347
1,1504,0.34079964284559494
1,881,0.22747847759318673
1,3447,0.24974623433341292
1,105,0.32897098561385574
1,4207,0.23657058421618182
1,2104,0.48538559013112126
1,239,0.061894099015746495
1,4323,0.9438074301291937
1,2407,0.6385434201591259
1,2367,0.9912746397360289
1,3445,0.6401159900720025
1,2645,0.04633851321627769
1,1369,0.08794405002627459
1,827,0.6587915150021398
1,3048,0.6352805590543248
1,2708,0.8778462007556558
1,3629,0.8842084165191415
1,2068,0.3397179065101187
1,1274,0.3539623594758138
1,3422,0.14072553515003883
1,2351,0.12552880642225706
1,4777,0.8393677739308991
1,1572,0.31206706908134196
1,3853,0.5407107804355187
1,3542,0.9024723971388147
1,2283,0.168872322931382
1,975,0.6828154216620882
1,4168,0.5523729192878492
1,1651,0.003039726860847858
1,4211,0.8072680047504457
1,1523,0.6573947099951589
1,1591,0.11780059758049477
1,973,0.1465399119466071
1,1536,0.5332765344631243
1,414,0.5434158837424572
1,1456,0.7559192406525591
1,2671,0.3199598837354559
1,3148,0.6759231201367781
1,1317,0.03234050967755153
1,4872,0.23586704307134987
1,3465,0.9749117243185247
1,2105,0.2975601466722293
1,4357,0.702164744144949
1,2548,0.7177389757561743
1,617,0.10448257067168287
1,568,0.016788512686631063
1,2300,0.935537433310916
1,4011,0.13301229596500974
1,2050,0.9308481922098301
1,3698,0.06780018310590352
1,2536,0.19882719912783242
1,230,0.2999346888559299
1,1974,0.5589225831900986
1,3442,0.8476977836354962
1,1551,0.9159821150081977
1,143,0.18516861610574153
1,3013,0.7200467313469959
1,3199,0.7404844836508365
1,185,0.7270501704389232
1,3151,0.3474758652004599
1,2660,0.9317712732197876
1,594,0.6527113968955282
1,406,0.8928465739547906
1,4019,0.8392804247928741
2,3029,0.09888661988244318
2,4303,0.3187238922269192
2,3649,0.1858700261733357
2,3165,0.09798800323085577
2,793,0.6038970526593953
2,924,0.13609451193091882
2,563,0.7674489480878447
2,2446,0.8070077579206907
2,3371,0.9457797482785492
2,907,0.6504154041371533
2,3807,0.6868348209007683
2,3615,0.7822074217343451
2,263,0.18057250806917224
2,4018,0.08293239268185282
2,2197,0.4794003954345636
2,3612,0.9181974820827503
2,4832,0.7900318024592341
2,963,0.5183056953738413
2,3816,0.03219975681493947
2,823,0.3169678719651733
2,1226,0.7491657003650514
2,1042,0.519316058148993
2,3715,0.06525460994988808
2,666,0.4558805084375056
2,4060,0.9503974667553645
2,73,0.5665112534626098
2,655,0.9675199299828956
2,1043,0.6305801334116734
2,2416,0.03447704308641397
2,240,0.49375899319321104
2,4651,0.8006419627748779
2,3472,0.03574163064790714
2,2617,0.6924976828691188
2,2465,0.406290352120648
2,1366,0.7740687217009978
2,218,0.02126494907654697
2,2329,0.8999303742863028
2,287,0.5090169840779576
2,1235,0.24367928276300788
2,939,0.5441861888129754
2,3571,0.38677607233344424
2,4822,0.20677499659762888
2,421,0.9274917713760683
2,774,0.9401416101397336
2,1504,0.27030834064142406
2,2114,0.5641245937915766
2,535,0.7024010362851825
2,2115,0.8892675319605193
2,2892,0.9774119561832648
2,483,0.173253827626074
2,1974,0.6993617559126631
2,2020,0.8143011667996362
2,1549,0.034621032503801
2,165,0.4547591648049746
2,3111,0.019031770738319076
2,3780,0.5094064665203525
2,2097,0.3535940949871129
2,4289,0.7467630216518343
2,2772,0.8598396318634182
2,921,0.17800035775419598
2,4023,0.5383307438954921
2,475,0.4220562894929306
2,3989,0.5514716577929973
2,4658,0.21533516735794112
2,3106,0.659120999132807
2,4828,0.061741790644446515
2,2862,0.17104636027339648
2,4090,0.044859911417678755
2,3132,0.8824794520869144
2,37,0.692787970254429
2,1967,0.41507895425265573
2,1848,0.8190092628586155
2,888,0.33205384090750634
2,4262,0.9900722390849128
2,4879,0.5365287832578267
2,3842,0.2309337462066331
2,325,0.5905858039404345
2,4497,0.16870890652413695
2,2670,0.7347237354987758
2,2031,0.24353595898352054
2,707,0.6194868060072053
2,4921,0.546593710708051
2,2668,0.7348379253899399
2,2071,0.2595984961359439
2,3833,0.17313126828136283
2,450,0.12430536295157502
2,2026,0.5795279979364595
2,287,0.20087813422240153
2,79,0.026234710112968962
2,3971,0.705923212264612
2,4341,0.32277684663666883
2,2856,0.8317691338533594
2,227,0.8806575914978882
2,4572,0.7210630684361161
2,4138,0.49232993478685816
2,2408,0.7889056144463147
2,3455,0.01988086422601798
2,3901,0.9196372877414691
2,2177,0.7252265536762289
2,2595,0.869885081116102
3,1836,0.4757985366848232
3,106,0.6085207514005214
3,741,0.2584572461865735
3,40,0.19878506650639016
3,4313,0.8174201008810925
3,4085,0.18649086122477243
3,3899,0.6921381980331563
3,1138,0.37741687645532995
3,126,0.4599315012645263
3,739,0.402211640879481
3,4074,0.38609614353203947
3,839,0.8437668222571317
3,1520,0.285389317018618
3,2144,0.4513497712846478
3,539,0.560707239099265
3,3168,0.9501235322502554
3,1735,0.15192689499388035
3,3906,0.6457521302245447
3,4745,0.17862542517750324
3,1030,0.3722272343657431
3,50,0.5908546511816543
3,2750,0.7261136289341872
3,4658,0.5482701048623889
3,4020,0.63753688148896
3,1249,0.2995441431277134
3,2585,0.2938720370594635
3,3662,0.5265749943126344
3,850,0.4545309741862227
3,921,0.2751057978676714
3,1499,0.6594829379625969
3,1966,0.799991753129023
3,2973,0.05115695317602997
3,970,0.5326923700244358
3,3537,0.47070548146180957
3,209,0.13699394801030051
3,3597,0.9254034903237527
3,3539,0.8262354216061223
3,549,0.3383717879455801
3,1453,0.2558436720644499
3,4141,0.013039662177882771
3,4698,0.4915124016755894
3,2045,0.5889182044237745
3,2364,0.16129257681149056
3,1530,0.4304577492684951
3,924,0.7873537836581319
3,4416,0.09306369138438031
3,2705,0.8074816636153976
3,4468,0.23984133973567245
3,2000,0.021079630185795617
3,3413,0.011749470356996139
3,3833,0.24267047778068185
3,1429,0.05929678424880758
3,3740,0.8776723881554098
3,4546,0.10590655368543578
3,4098,0.9311146776372802
3,2502,0.36237207608788047
3,1782,0.5708678543413023
3,2528,0.9004320166080193
3,4562,0.2158461588480869
3,1511,0.6021198951335752
3,3821,0.32467238585159497
3,2077,0.24838195587954237
3,1137,0.2784716886248455
3,1835,0.41748640244025703
3,3139,0.24861687522601972
3,4167,0.4802344865364805
3,4707,0.07205222759489938
3,3812,0.631240588828475
3,1950,0.8041056011443746
3,955,0.008507024597938173
3,1943,0.9115421660980004
3,2699,0.8270181627883154
3,472,0.23754345188846804
3,2841,0.15860658340576428
3,1330,0.7132843220641729
3,3121,0.8588784705280079
3,1974,0.7387923310648901
3,389,0.45086676246907464
3,1787,0.8530445822670527
3,4490,0.9756916644958558
3,2757,0.23958415409289568
3,4441,0.5810849315195896
3,4515,0.9098713642662718
3,2024,0.4318009811949267
3,4359,0.7602297776456952
3,2144,0.24613011622773762
3,4970,0.7221680060634825
3,2580,0.45339279258326604
3,2012,0.9728173926435784
3,4141,0.07120879984814288
3,4974,0.9770636495654447
3,1351,0.10462808640605259
3,3794,0.45915289026946016
3,2032,0.744292510582632
3,3606,0.05403638995981841
3,2866,0.00127838744459996
3,1118,0.5998093272938424
3,3625,0.6873452277612995
3,2585,0.2646149066840092
3,3996,0.8070067485478527
4,1617,0.03346184599222135
4,3359,0.021358721829712546
4,253,0.17220650763900325
4,2783,0.3221553399374246
4,250,0.890953814172823
4,2447,0.11420314342225646
4,2674,0.8793473667478225
4,4446,0.4469430507361831
4,4881,0.30806075396041765
4,1271,0.34762172683533643
4,3773,0.975473803301322
4,3374,0.8325605645412005
4,4875,0.6481154698699638
4,3872,0.23773583198131698
4,2148,0.3909850287272607
4,537,0.40672215676075074
4,3042,0.030788061456000215
4,3663,0.9600304901071158
4,3801,0.17829430710837046
4,3672,0.020876127868566408
4,1047,0.13815769718387128
4,3623,0.44663859635107206
4,847,0.036982355932583144
4,1264,0.3451568476544372
4,4774,0.4599689762934631
4,82,0.5083869653262874
4,2518,0.9852016665804609
4,4113,0.6608834515283508
4,3219,0.9569638817794541
4,3741,0.9462086882029547
4,342,0.573864777444553
4,3416,0.9366796085446717
4,4386,0.08492806588169644
4,2295,0.5317534838982187
4,4470,0.43491783023503217
4,4197,0.47491385900686034
4,3916,0.22104611119614226
4,1612,0.021984059432366476
4,910,0.20003829277798924
4,791,0.6585716431217501
4,3849,0.8477689923283404
4,3669,0.24153028780039543
4,2372,0.43189685830978164
4,769,0.9025275099635243
4,1544,0.6768517724657642
4,3614,0.8432732837873511
4,2025,0.23016441746764282
4,558,0.8386748559312949
4,4995,0.24315875559229938
4,1195,0.14839569940583486
4,699,0.971870353479996
4,102,0.6812073274540612
4,4780,0.229670634467248
4,1796,0.32850546468923614
4,2294,0.9571078358074652
4,2058,0.2015743071068593
4,4740,0.6576247459027685
4,4762,0.005357395030045731
4,3598,0.25802250233693735
4,2501,0.849684748349013
4,3609,0.49525795966195896
4,1529,0.20772009126256452
4,3647,0.9913186389930899
4,4881,0.7969704513792382
4,4609,0.17862139639062236
4,1879,0.799676742918266
4,1143,0.6249403642055879
4,1390,0.837411210521432
4,3515,0.18572133154471648
4,2094,0.40464381103032
4,214,0.43176528150806825
4,136,0.7974684521736368
4,931,0.5213418752598566
4,1795,0.03921215806445877
4,1163,0.39577719675081546
4,333,0.9440721045314897
4,4360,0.19654966505644356
4,363,0.08901724153505675
4,3851,0.6246035015534508
4,4872,0.2950741914552959
4,732,0.7858551222047467
4,4299,0.7173411693774068
4,3477,0.12222407523513468
4,420,0.03771906323304053
4,1816,0.18808378202671228
4,3311,0.3335308008748178
4,3166,0.10830127660167455
4,4533,0.5112039205881992
4,4890,0.24081726185523367
4,2252,0.12067927219022756
4,1397,0.6782588715024049
4,3968,0.6010658403524519
4,82,0.08242661872897838
4,3330,0.9602607742387509
4,1334,0.19020028135453848
4,4278,0.6359432712960774
4,4032,0.3610417037443513
4,4563,0.8145368312823632
4,3554,0.36106243242881586
4,4841,0.33646764721896216
5,3755,0.6152172597590652
5,2924,0.5519328597933452
5,344,0.9348069436838217
5,4748,0.41984098780799506
5,754,0.22310841027259798
5,851,0.179049100165515
5,1456,0.5964671628390406
5,4353,0.6659851556775152
5,4587,0.28362387518219356
5,1326,0.03721155881459437
5,4648,0.593745082362432
5,1340,0.15861756407621008
5,648,0.18039458591628543
5,3432,0.8077487916333251
5,2224,0.39543137110328996
5,1622,0.7727519555968652
5,2317,0.19106920450993636
5,1454,0.7348171698155298
5,4925,0.422342914248265
5,2257,0.12955399284770797
5,3434,0.7759814890636568
5,1843,0.6921291626856548
5,12,0.1569369656391182
5,3570,0.11182047870655865
5,4191,0.25251142617950906
5,2007,0.044124980370012
5,1233,0.2582574653230749
5,1009,0.5074693235622667
5,3023,0.30292070107367564
5,2094,0.7695557108728593
5,4973,0.17992877869000312
5,69,0.6875295253942598
5,1261,0.5339497314204356
5,2193,0.6758372966090255
5,1205,0.23847420510773398
5,3353,0.2977099693769839
5,2803,0.0023997634718840866
5,1653,0.6007443613670143
5,1349,0.3478492604250397
5,1008,0.19592438294610415
5,1402,0.400862710081169
5,812,0.7798378457759428
5,2526,0.8892249036155562
5,1772,0.2105428921282172
5,4866,0.8754814103953542
5,1651,0.9809504220489345
5,1361,0.5286524511835908
5,2429,0.09476991280380476
5,1148,0.07808429764759617
5,4886,0.5842200338165131
5,4196,0.3047399905210114
5,4516,0.6276396486001556
5,1668,0.13775448543316393
5,1548,0.9684718424989602
5,2429,0.8635664963807816
5,4527,0.7966229018938468
5,2293,0.03802281058947876
5,1584,0.3713818976714812
5,2191,0.8477149041901225
5,1234,0.124059498058537
5,3936,0.307929918852495
5,2228,0.3380178322787417
5,4982,0.38107542509571435
